"the_geom","OBJECTID_1","PARK","PARK_NO","FACILITY_N","FACILITY_T","X_COORD","Y_COORD","GISOBJID"
"POINT (-87.67675568796858 41.90805242290277)","3,803","WICKER (CHARLES, JOEL)","214","GYMNASIUM","INDOOR","-87.67675569","41.90805242","4,474"
"POINT (-87.67604939153306 41.90778679018458)","3,804","WICKER (CHARLES, JOEL)","214","BASEBALL JR/SOFTBALL","OUTDOOR","-87.67604939","41.90778679","4,475"
"POINT (-87.67672168904735 41.908288521035004)","3,805","WICKER (CHARLES, JOEL)","214","PLAYGROUND","OUTDOOR","-87.67672169","41.90828852","4,476"
"POINT (-87.67687100990324 41.908289374784026)","3,806","WICKER (CHARLES, JOEL)","214","SPRAY FEATURE","OUTDOOR","-87.67687101","41.90828937","4,477"
"POINT (-87.67291414507008 41.93658272118778)","3,807","WIEBOLDT (WILLIAM)","449","PLAYGROUND","OUTDOOR","-87.67291415","41.93658272","4,478"
"POINT (-87.77937194423443 42.00697320343528)","3,808","WILDWOOD","257","BASKETBALL COURT","OUTDOOR","-87.77937194","42.0069732","4,479"
"POINT (-87.78040545952938 42.007630669713066)","3,809","WILDWOOD","257","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.78040546","42.00763067","4,480"
"POINT (-87.77909737466682 42.00721262904388)","3,810","WILDWOOD","257","GYMNASIUM","INDOOR","-87.77909737","42.00721263","4,481"
"POINT (-87.78029124906826 42.00660238050434)","3,811","WILDWOOD","257","BASEBALL JR/SOFTBALL","OUTDOOR","-87.78029125","42.00660238","4,482"
"POINT (-87.7802395722259 42.00818457772734)","3,812","WILDWOOD","257","BASEBALL JR/SOFTBALL","OUTDOOR","-87.78023957","42.00818458","4,483"
"POINT (-87.77998722758396 42.00717795967864)","3,813","WILDWOOD","257","BASEBALL JR/SOFTBALL","OUTDOOR","-87.77998723","42.00717796","4,484"
"POINT (-87.77948134403346 42.007494132669756)","3,814","WILDWOOD","257","PLAYGROUND","OUTDOOR","-87.77948134","42.00749413","4,485"
"POINT (-87.77953224736723 42.007097882143825)","3,815","WILDWOOD","257","SPRAY FEATURE","OUTDOOR","-87.77953225","42.00709788","4,486"
"POINT (-87.78094526790778 42.00781626027635)","3,816","WILDWOOD","257","BASEBALL SR","OUTDOOR","-87.78094527","42.00781626","4,487"
"POINT (-87.7793368290131 42.00664380007964)","3,817","WILDWOOD","257","TENNIS COURT","OUTDOOR","-87.77933683","42.0066438","4,488"
"POINT (-87.77911285832396 42.00674538281877)","3,818","WILDWOOD","257","TENNIS COURT","OUTDOOR","-87.77911286","42.00674538","4,489"
"POINT (-87.6292048085572 41.843125342858634)","3,819","WILLIAMS (DANIEL HALE)","261","BASKETBALL COURT","OUTDOOR","-87.62920481","41.84312534","4,490"
"POINT (-87.62865868564636 41.842437547692136)","3,820","WILLIAMS (DANIEL HALE)","261","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.62865869","41.84243755","4,491"
"POINT (-87.62810290653978 41.84265703697047)","3,821","WILLIAMS (DANIEL HALE)","261","BASEBALL JR/SOFTBALL","OUTDOOR","-87.62810291","41.84265704","4,493"
"POINT (-87.62951275469989 41.844094987052266)","3,822","WILLIAMS (DANIEL HALE)","261","SPRAY FEATURE","OUTDOOR","-87.62951275","41.84409499","4,495"
"POINT (-87.62921509178142 41.84218742617389)","3,823","WILLIAMS (DANIEL HALE)","261","BASEBALL SR","OUTDOOR","-87.62921509","41.84218743","4,496"
"POINT (-87.62728767972801 41.842735428423545)","3,824","WILLIAMS (DANIEL HALE)","261","SPRAY FEATURE","OUTDOOR","-87.62728768","41.84273543","4,497"
"POINT (-87.75894440978294 41.96396242742751)","3,825","WILSON (FRANK)","145","BASKETBALL COURT","OUTDOOR","-87.75894441","41.96396243","4,498"
"POINT (-87.75984626198685 41.96450248361555)","3,826","WILSON (FRANK)","145","BASEBALL JR/SOFTBALL","OUTDOOR","-87.75984626","41.96450248","4,499"
"POINT (-87.76081161974012 41.96478545414155)","3,827","WILSON (FRANK)","145","BASEBALL JR/SOFTBALL","OUTDOOR","-87.76081162","41.96478545","4,500"
"POINT (-87.75898152574847 41.96478461597559)","3,828","WILSON (FRANK)","145","PLAYGROUND","OUTDOOR","-87.75898153","41.96478462","4,501"
"POINT (-87.75920058290785 41.96454907530861)","3,829","WILSON (FRANK)","145","VOLLEYBALL (SAND)","OUTDOOR","-87.75920058","41.96454908","4,502"
"POINT (-87.759272474511 41.96397652346479)","3,830","WILSON (FRANK)","145","TENNIS COURT","OUTDOOR","-87.75927247","41.96397652","4,504"
"POINT (-87.75943937994244 41.96397320649173)","3,831","WILSON (FRANK)","145","TENNIS COURT","OUTDOOR","-87.75943938","41.96397321","4,505"
"POINT (-87.75959519951444 41.96396568155443)","3,832","WILSON (FRANK)","145","TENNIS COURT","OUTDOOR","-87.7595952","41.96396568","4,506"
"POINT (-87.75891036048147 41.96440808957042)","3,833","WILSON (FRANK)","145","WATER PLAYGROUND","OUTDOOR","-87.75891036","41.96440809","4,507"
"POINT (-87.65425434303297 41.83183243282072)","3,834","WILSON (JOHN)","1,071","PLAYGROUND","OUTDOOR","-87.65425434","41.83183243","4,508"
"POINT (-87.65417821904094 41.83172458828094)","3,835","WILSON (JOHN)","1,071","SPRAY FEATURE","OUTDOOR","-87.65417822","41.83172459","4,509"
"POINT (-87.65562310453629 41.83535032703409)","3,836","WILSON (JOHN) COMM. CTR.","1,018","GYMNASIUM","INDOOR","-87.6556231","41.83535033","4,510"
"POINT (-87.68187334342498 41.97554591188156)","3,837","WINNEMAC","486","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.68187334","41.97554591","4,511"
"POINT (-87.68232018319763 41.97256580428441)","3,838","WINNEMAC","486","BASEBALL JR/SOFTBALL","OUTDOOR","-87.68232018","41.9725658","4,512"
"POINT (-87.68112600634467 41.972615663958344)","3,839","WINNEMAC","486","BASEBALL JR/SOFTBALL","OUTDOOR","-87.68112601","41.97261566","4,513"
"POINT (-87.67966306748082 41.972633088293406)","3,840","WINNEMAC","486","BASEBALL JR/SOFTBALL","OUTDOOR","-87.67966307","41.97263309","4,514"
"POINT (-87.68097640691174 41.973752716503554)","3,841","WINNEMAC","486","BASEBALL JR/SOFTBALL","OUTDOOR","-87.68097641","41.97375272","4,515"
"POINT (-87.68384333298842 41.97273404698524)","3,842","WINNEMAC","486","PLAYGROUND","OUTDOOR","-87.68384333","41.97273405","4,516"
"POINT (-87.68198788772932 41.974705853881844)","3,843","WINNEMAC","486","BASEBALL SR","OUTDOOR","-87.68198789","41.97470585","4,517"
"POINT (-87.6838218443749 41.973490810537676)","3,844","WINNEMAC","486","TENNIS COURT","OUTDOOR","-87.68382184","41.97349081","4,518"
"POINT (-87.6824827623488 41.97353986437518)","3,845","WINNEMAC","486","TENNIS COURT","OUTDOOR","-87.68248276","41.97353986","4,519"
"POINT (-87.67099095409003 41.77423135345076)","3,846","WOLCOTT (ALEXANDER)","403","PLAYGROUND","OUTDOOR","-87.67099095","41.77423135","4,520"
"POINT (-87.54334044959279 41.69866256223949)","3,847","WOLFE (RICHARD)","1,072","BASKETBALL COURT","OUTDOOR","-87.54334045","41.69866256","4,521"
"POINT (-87.54321719903922 41.69791312591349)","3,848","WOLFE (RICHARD)","1,072","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.5432172","41.69791313","4,522"
"POINT (-87.543188146276 41.698663668816145)","3,849","WOLFE (RICHARD)","1,072","HORSESHOE COURT","OUTDOOR","-87.54318815","41.69866367","4,523"
"POINT (-87.54290571424134 41.69755914675134)","3,850","WOLFE (RICHARD)","1,072","BASEBALL JR/SOFTBALL","OUTDOOR","-87.54290571","41.69755915","4,524"
"POINT (-87.54343910933592 41.698348833370176)","3,851","WOLFE (RICHARD)","1,072","BASEBALL JR/SOFTBALL","OUTDOOR","-87.54343911","41.69834883","4,525"
"POINT (-87.54287115308257 41.698739013957706)","3,852","WOLFE (RICHARD)","1,072","PLAYGROUND","OUTDOOR","-87.54287115","41.69873901","4,526"
"POINT (-87.54283730654168 41.6989218265208)","3,853","WOLFE (RICHARD)","1,072","SPRAY FEATURE","OUTDOOR","-87.54283731","41.69892183","4,527"
"POINT (-87.68338473176324 41.93470261020883)","3,854","WOOD (ELIZABETH)","316","PLAYGROUND","OUTDOOR","-87.68338473","41.93470261","4,528"
"POINT (-87.58473526561843 41.762108299930006)","3,855","WOODHULL (ROSS)","1,073","BASKETBALL COURT","OUTDOOR","-87.58473527","41.7621083","4,529"
"POINT (-87.58382629184202 41.761687905728486)","3,856","WOODHULL (ROSS)","1,073","BASKETBALL COURT","OUTDOOR","-87.58382629","41.76168791","4,530"
"POINT (-87.5840057112736 41.762234207491204)","3,857","WOODHULL (ROSS)","1,073","PLAYGROUND","OUTDOOR","-87.58400571","41.76223421","4,531"
"POINT (-87.58400491695204 41.76197990080791)","3,858","WOODHULL (ROSS)","1,073","SPRAY FEATURE","OUTDOOR","-87.58400492","41.7619799","4,532"
"POINT (-87.5843456514922 41.76188658477081)","3,859","WOODHULL (ROSS)","1,073","TRACK","OUTDOOR","-87.58434565","41.76188658","4,533"
"POINT (-87.66663850170514 41.92791225138385)","3,860","WRIGHTWOOD","1,074","BASKETBALL COURT","OUTDOOR","-87.6666385","41.92791225","4,534"
"POINT (-87.66639456347764 41.927917930243844)","3,861","WRIGHTWOOD","1,074","BASKETBALL COURT","OUTDOOR","-87.66639456","41.92791793","4,535"
"POINT (-87.66724675055012 41.92808965667562)","3,862","WRIGHTWOOD","1,074","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.66724675","41.92808966","4,536"
"POINT (-87.66705165656698 41.928385320637595)","3,863","WRIGHTWOOD","1,074","BASEBALL JR/SOFTBALL","OUTDOOR","-87.66705166","41.92838532","4,537"
"POINT (-87.6661383404849 41.92819080305566)","3,864","WRIGHTWOOD","1,074","POOL (OUTDOOR)","OUTDOOR","-87.66613834","41.9281908","4,538"
"POINT (-87.6663779920054 41.92859664144513)","3,865","WRIGHTWOOD","1,074","PLAYGROUND","OUTDOOR","-87.66637799","41.92859664","4,539"
"POINT (-87.6661252899884 41.92792346136753)","3,866","WRIGHTWOOD","1,074","VOLLEYBALL (SAND)","OUTDOOR","-87.66612529","41.92792346","4,540"
"POINT (-87.66686003917759 41.928232837255045)","3,867","WRIGHTWOOD","1,074","TRACK","OUTDOOR","-87.66686004","41.92823284","4,541"
"POINT (-87.67288967181811 41.95927896823169)","3,868","ZATTERBERG (HELEN)","1,107","PLAYGROUND","OUTDOOR","-87.67288967","41.95927897","4,542"
"POINT (-87.63905857961242 41.94731700944805)","3,869","LINCOLN (ABRAHAM)","100","ARCHERY RANGE","SPECIAL","-87.63905858","41.94731701","4,543"
"POINT (-87.67446021176744 42.02254257094979)","3,870","TRIANGLE","518","COMMUNITY GARDEN","OUTDOOR","-87.67446021","42.02254257","4,544"
"POINT (-87.67065533098396 42.0174474043684)","3,871","DUBKIN (LEONARD)","306","COMMUNITY GARDEN","OUTDOOR","-87.67065533","42.0174474","4,545"
"POINT (-87.66563800108796 42.01050482413546)","3,872","GOLDBERG (LOUIS)","384","COMMUNITY GARDEN","OUTDOOR","-87.665638","42.01050482","4,547"
"POINT (-87.65960633247353 42.00763449105696)","3,873","LOYOLA","115","COMMUNITY GARDEN","OUTDOOR","-87.65960633","42.00763449","4,548"
"POINT (-87.6874999999943 42.008368632557335)","3,874","LUNT (ORRINGTON, STEPHEN)","1,123","COMMUNITY GARDEN","OUTDOOR","-87.6875","42.00836863","4,549"
"POINT (-87.69440823858419 42.00991750045433)","3,875","INDIAN BOUNDARY","165","COMMUNITY GARDEN","OUTDOOR","-87.69440824","42.0099175","4,550"
"POINT (-87.66955925050439 41.99867401533383)","3,876","SCHREIBER","1,061","COMMUNITY GARDEN","OUTDOOR","-87.66955925","41.99867402","4,551"
"POINT (-87.66840539571186 41.98954320726678)","3,877","SENN (NICHOLAS)","227","COMMUNITY GARDEN","OUTDOOR","-87.6684054","41.98954321","4,552"
"POINT (-87.65497635552288 41.99516035907057)","3,878","BERGER (ALBERT)","1,255","COMMUNITY GARDEN","OUTDOOR","-87.65497636","41.99516036","4,553"
"POINT (-87.66845682122049 41.96796551869746)","3,879","CHASE (SALMON)","103","COMMUNITY GARDEN","OUTDOOR","-87.66845682","41.96796552","4,554"
"POINT (-87.6569957862357 41.952590459889514)","3,880","KELLY (JOHN)","493","COMMUNITY GARDEN","OUTDOOR","-87.65699579","41.95259046","4,555"
"POINT (-87.69146498973505 41.911580159311775)","3,881","MAPLEWOOD","1,045","COMMUNITY GARDEN","OUTDOOR","-87.69146499","41.91158016","4,556"
"POINT (-87.73370856146144 41.9346901211459)","3,882","KEN-WELL","1,042","COMMUNITY GARDEN","OUTDOOR","-87.73370856","41.93469012","4,557"
"POINT (-87.65733065444296 41.92188718906771)","3,883","TREBES","1,017","COMMUNITY GARDEN","OUTDOOR","-87.65733065","41.92188719","4,558"
"POINT (-87.67048123400103 41.90684113883366)","3,884","DEAN","1,027","COMMUNITY GARDEN","OUTDOOR","-87.67048123","41.90684114","4,559"
"POINT (-87.62015436602972 41.89723706040185)","3,885","LAKE SHORE","107","COMMUNITY GARDEN","OUTDOOR","-87.62015437","41.89723706","4,560"
"POINT (-87.66224996162019 41.89785670819761)","3,886","ECKHART (BERNARD)","208","COMMUNITY GARDEN","OUTDOOR","-87.66224996","41.89785671","4,561"
"POINT (-87.6920159056785 41.91520515157963)","3,887","FLOWER (LUCY)","431","COMMUNITY GARDEN","OUTDOOR","-87.69201591","41.91520515","4,562"
"POINT (-87.66656940140852 41.88501239903452)","3,888","UNION","210","COMMUNITY GARDEN","OUTDOOR","-87.6665694","41.8850124","4,563"
"POINT (-87.75291618160475 41.87804000949055)","3,889","MOORE (MAURICE)","1,050","COMMUNITY GARDEN","OUTDOOR","-87.75291618","41.87804001","4,564"
"POINT (-87.67628457964658 41.90790306509126)","3,890","WICKER (CHARLES, JOEL)","214","BASKETBALL COURT","OUTDOOR","-87.67628458","41.90790307","4,565"
"POINT (-87.67635648389773 41.907848053558524)","3,891","WICKER (CHARLES, JOEL)","214","BASKETBALL COURT","OUTDOOR","-87.67635648","41.90784805","4,566"
"POINT (-87.65658850436935 41.68817271966271)","3,892","ADA (SAWYER GARRETT)","45","HORSESHOE COURT","OUTDOOR","-87.6565885","41.68817272","4,567"
"POINT (-87.63470245233295 41.834411828957286)","3,893","ARMOUR (PHILIP) SQUARE","3","GYMNASIUM","INDOOR","-87.63470245","41.83441183","4,568"
"POINT (-87.71707905391766 41.94700247462973)","3,894","ATHLETIC FIELD","80","SPRAY FEATURE","OUTDOOR","-87.71707905","41.94700247","4,569"
"POINT (-87.73405663107857 41.80254599947611)","3,895","ARCHER (WILLIAM BEATTY)","250","HORSESHOE COURT","OUTDOOR","-87.73405663","41.802546","4,570"
"POINT (-87.7339024093504 41.802546995539075)","3,896","ARCHER (WILLIAM BEATTY)","250","HORSESHOE COURT","OUTDOOR","-87.73390241","41.802547","4,571"
"POINT (-87.73400461526447 41.80254556784564)","3,897","ARCHER (WILLIAM BEATTY)","250","HORSESHOE COURT","OUTDOOR","-87.73400462","41.80254557","4,572"
"POINT (-87.6536220588973 41.83909231262877)","3,898","BOSLEY (WILLIAM)","1,024","HORSESHOE COURT","OUTDOOR","-87.65362206","41.83909231","4,573"
"POINT (-87.65365622118324 41.839076563339546)","3,899","BOSLEY (WILLIAM)","1,024","HORSESHOE COURT","OUTDOOR","-87.65365622","41.83907656","4,574"
"POINT (-87.81071770868316 42.0099838358018)","3,900","BROOKS (OSCAR)","61","HORSESHOE COURT","OUTDOOR","-87.81071771","42.00998384","4,575"
"POINT (-87.65025484924634 41.97259715038871)","3,901","LINCOLN (ABRAHAM)","100","COMMUNITY GARDEN","OUTDOOR","-87.65025485","41.97259715","5,979"
"POINT (-87.74201276727742 41.96272700724292)","3,902","MAYFAIR","86","COMMUNITY GARDEN","OUTDOOR","-87.74201277","41.96272701","5,980"
"POINT (-87.64872063745682 41.84081148958696)","3,903","MCGUANE (JOHN)","2","COMMUNITY GARDEN","OUTDOOR","-87.64872064","41.84081149","5,981"
"POINT (-87.70250084279267 41.69796734656504)","3,904","MCKIERNAN (DAVID)","1,060","COMMUNITY GARDEN","OUTDOOR","-87.70250084","41.69796735","5,982"
"POINT (-87.5947735090988 41.77733036055522)","3,905","MOCCASIN RANCH","337","COMMUNITY GARDEN","OUTDOOR","-87.59477351","41.77733036","5,983"
"POINT (-87.61629669665268 41.764746448202295)","3,906","MEYERING (WILLIAM)","1,049","COMMUNITY GARDEN","OUTDOOR","-87.6162967","41.76474645","5,984"
"POINT (-87.71365024630242 41.69125563886903)","3,907","MOUNT GREENWOOD","251","COMMUNITY GARDEN","OUTDOOR","-87.71365025","41.69125564","5,985"
"POINT (-87.5938444220431 41.79841002636533)","3,908","NICHOLS (JOHN FOUNTAIN)","277","COMMUNITY GARDEN","OUTDOOR","-87.59384442","41.79841003","5,986"
"POINT (-87.66896750174143 41.74220542560967)","3,909","O'HALLAREN (BERNARD)","1,012","COMMUNITY GARDEN","OUTDOOR","-87.6689675","41.74220543","5,987"
"POINT (-87.71819067504885 41.90761211169617)","3,910","PARK NO. 514","514","COMMUNITY GARDEN","OUTDOOR","-87.71819068","41.90761211","5,988"
"POINT (-87.72952271261704 41.83500209355509)","3,911","PIOTROWSKI (LILLIAN)","230","COMMUNITY GARDEN","OUTDOOR","-87.72952271","41.83500209","5,989"
"POINT (-87.62940575458224 41.873242491591)","3,912","PRINTERS ROW","543","COMMUNITY GARDEN","OUTDOOR","-87.62940575","41.87324249","5,990"
"POINT (-87.70082752456149 41.96555808919383)","3,913","RAVENSWOOD MANOR","159","COMMUNITY GARDEN","OUTDOOR","-87.70082752","41.96555809","5,991"
"POINT (-87.66779071566135 41.99013085202996)","3,914","SENN (NICHOLAS)","227","COMMUNITY GARDEN","OUTDOOR","-87.66779072","41.99013085","5,992"
"POINT (-87.67423888157035 41.89374124472731)","3,915","SNOWBERRY","389","COMMUNITY GARDEN","OUTDOOR","-87.67423888","41.89374124","5,993"
"POINT (-87.56459254968141 41.767751358590054)","3,916","SOUTH SHORE CULTL. CTR.","429","COMMUNITY GARDEN","OUTDOOR","-87.56459255","41.76775136","5,994"
"POINT (-87.73481228109837 41.885819806253494)","3,917","TILTON (GEORGE)","1,064","COMMUNITY GARDEN","OUTDOOR","-87.73481228","41.88581981","5,995"
"POINT (-87.71253309162124 41.9298026654352)","3,918","UNITY","293","COMMUNITY GARDEN","OUTDOOR","-87.71253309","41.92980267","5,996"
"POINT (-87.68917961854528 42.00225532983945)","3,919","WARREN (LAURENCE)","428","COMMUNITY GARDEN","INDOOR","-87.68917962","42.00225533","5,997"
"POINT (-87.66215096902705 41.89677912417343)","3,920","ECKHART (BERNARD)","208","COMMUNITY GARDEN","OUTDOOR","-87.66215097","41.89677912","5,998"
"POINT (-87.70566813058043 41.906020133866896)","3,921","HUMBOLDT (ALEXANDER VON)","219","COMMUNITY GARDEN","OUTDOOR","-87.70566813","41.90602013","5,999"
"POINT (-87.59209459432988 41.80437233117079)","3,922","KENWOOD COMM.","1,010","COMMUNITY GARDEN","OUTDOOR","-87.59209459","41.80437233","6,000"
"POINT (-87.6595633944851 42.0083336292017)","3,923","LOYOLA","115","COMMUNITY GARDEN","OUTDOOR","-87.65956339","42.00833363","6,001"
"POINT (-87.62209401938257 41.86445277579145)","3,924","WEBSTER (DANIEL)","513","COMMUNITY GARDEN","OUTDOOR","-87.62209402","41.86445278","6,002"
"POINT (-87.62243121841261 41.72110825631341)","3,925","ABBOTT (ROBERT)","259","COMMUNITY GARDEN","OUTDOOR","-87.62243122","41.72110826","6,003"
"POINT (-87.81068479793245 42.00998368595878)","3,926","BROOKS (OSCAR)","61","HORSESHOE COURT","OUTDOOR","-87.8106848","42.00998369","4,576"
"POINT (-87.76283519580453 41.943858385349685)","3,927","CHOPIN (FREDERIC)","146","HORSESHOE COURT","OUTDOOR","-87.7628352","41.94385839","4,577"
"POINT (-87.76280411341794 41.943859888414636)","3,928","CHOPIN (FREDERIC)","146","HORSESHOE COURT","OUTDOOR","-87.76280411","41.94385989","4,578"
"POINT (-87.76277415523562 41.943859739544735)","3,929","CHOPIN (FREDERIC)","146","HORSESHOE COURT","OUTDOOR","-87.76277416","41.94385974","4,579"
"POINT (-87.66668524242957 41.812335654997185)","3,930","DAVIS (DR. NATHAN) SQUARE","14","HORSESHOE COURT","OUTDOOR","-87.66668524","41.81233565","4,580"
"POINT (-87.6591421611894 41.74281450920421)","3,931","FOSTER (J. FRANK)","26","HORSESHOE COURT","OUTDOOR","-87.65914216","41.74281451","4,581"
"POINT (-87.67225021526491 41.857063677310265)","3,932","HARRISON (CARTER)","213","HORSESHOE COURT","OUTDOOR","-87.67225022","41.85706368","4,582"
"POINT (-87.67225219838178 41.857031558119374)","3,933","HARRISON (CARTER)","213","HORSESHOE COURT","OUTDOOR","-87.6722522","41.85703156","4,583"
"POINT (-87.82758669808611 41.94345532306577)","3,934","HIAWATHA","229","BOCCE COURT","SPECIAL","-87.8275867","41.94345532","4,584"
"POINT (-87.70194889871748 41.990181345485)","3,936","MATHER (STEPHEN TYNG)","241","HORSESHOE COURT","OUTDOOR","-87.7019489","41.99018135","4,586"
"POINT (-87.70191154102508 41.99018114000743)","3,937","MATHER (STEPHEN TYNG)","241","HORSESHOE COURT","OUTDOOR","-87.70191154","41.99018114","4,587"
"POINT (-87.7018760938198 41.990181658984305)","3,938","MATHER (STEPHEN TYNG)","241","HORSESHOE COURT","OUTDOOR","-87.70187609","41.99018166","4,588"
"POINT (-87.64843891199696 41.840351228210025)","3,939","MCGUANE (JOHN)","2","HORSESHOE COURT","OUTDOOR","-87.64843891","41.84035123","4,589"
"POINT (-87.64841518167987 41.84031989508421)","3,940","MCGUANE (JOHN)","2","HORSESHOE COURT","OUTDOOR","-87.64841518","41.8403199","4,590"
"POINT (-87.64851344426361 41.84058321033615)","3,941","MCGUANE (JOHN)","2","BOCCE COURT","SPECIAL","-87.64851344","41.84058321","4,591"
"POINT (-87.64848807180817 41.8405554670223)","3,942","MCGUANE (JOHN)","2","BOCCE COURT","SPECIAL","-87.64848807","41.84055547","4,592"
